Cp,MaxDepth,MinSplit,Acc,Sen,Spe,MCC,F1,AUC
0,11,16,0.875,0.875,0.875,0.740938396,0.896,0.875
0,11,17,0.875,0.875,0.875,0.740938396,0.896,0.875
0,11,18,0.875,0.921875,0.8,0.733573646,0.900763359,0.8609375
0,11,19,0.875,0.921875,0.8,0.733573646,0.900763359,0.8609375
0,11,20,0.875,0.921875,0.8,0.733573646,0.900763359,0.8609375
0,11,21,0.875,0.921875,0.8,0.733573646,0.900763359,0.8609375
0,11,22,0.875,0.921875,0.8,0.733573646,0.900763359,0.8609375
0,11,23,0.875,0.921875,0.8,0.733573646,0.900763359,0.8609375
0,11,24,0.875,0.921875,0.8,0.733573646,0.900763359,0.8609375
0,11,25,0.875,0.921875,0.8,0.733573646,0.900763359,0.8609375
0,11,26,0.875,0.921875,0.8,0.733573646,0.900763359,0.8609375
0,11,27,0.875,0.921875,0.8,0.733573646,0.900763359,0.8609375
0,11,28,0.875,0.921875,0.8,0.733573646,0.900763359,0.8609375
0,11,29,0.875,0.921875,0.8,0.733573646,0.900763359,0.8609375
0,11,30,0.875,0.921875,0.8,0.733573646,0.900763359,0.8609375
0,11,31,0.875,0.921875,0.8,0.733573646,0.900763359,0.8609375
0,11,32,0.875,0.921875,0.8,0.733573646,0.900763359,0.8609375
0,12,1,0.903846154,0.875,0.95,0.808129608,0.918032787,0.9125
0,12,2,0.903846154,0.875,0.95,0.808129608,0.918032787,0.9125
0,12,3,0.903846154,0.875,0.95,0.808129608,0.918032787,0.9125
0,12,4,0.903846154,0.875,0.95,0.808129608,0.918032787,0.9125
0,12,5,0.894230769,0.859375,0.95,0.791194777,0.909090909,0.9046875
0,12,6,0.894230769,0.859375,0.95,0.791194777,0.909090909,0.9046875
0,12,7,0.894230769,0.859375,0.95,0.791194777,0.909090909,0.9046875
0,12,8,0.884615385,0.859375,0.925,0.768335347,0.901639344,0.8921875
0,12,9,0.884615385,0.859375,0.925,0.768335347,0.901639344,0.8921875
0,12,10,0.875,0.84375,0.925,0.751482298,0.892561983,0.884375
0,12,11,0.875,0.875,0.875,0.740938396,0.896,0.875
0,12,12,0.875,0.875,0.875,0.740938396,0.896,0.875
0,12,13,0.875,0.875,0.875,0.740938396,0.896,0.875
0,12,14,0.875,0.875,0.875,0.740938396,0.896,0.875
0,12,15,0.875,0.875,0.875,0.740938396,0.896,0.875
0,12,16,0.875,0.875,0.875,0.740938396,0.896,0.875
0,12,17,0.875,0.875,0.875,0.740938396,0.896,0.875
0,12,18,0.875,0.921875,0.8,0.733573646,0.900763359,0.8609375
0,12,19,0.875,0.921875,0.8,0.733573646,0.900763359,0.8609375
0,12,20,0.875,0.921875,0.8,0.733573646,0.900763359,0.8609375
0,12,21,0.875,0.921875,0.8,0.733573646,0.900763359,0.8609375
0,12,22,0.875,0.921875,0.8,0.733573646,0.900763359,0.8609375
0,12,23,0.875,0.921875,0.8,0.733573646,0.900763359,0.8609375
0,12,24,0.875,0.921875,0.8,0.733573646,0.900763359,0.8609375
0,12,25,0.875,0.921875,0.8,0.733573646,0.900763359,0.8609375
0,12,26,0.875,0.921875,0.8,0.733573646,0.900763359,0.8609375
