"","Cp","MaxDepth","MinSplit","Acc","Sen","Spe","MCC","F1","AUC"
"1",0,1,1,0.721153846153846,0.609375,0.9,0.503220660513982,0.728971962616822,0.7546875
"2",0,1,2,0.721153846153846,0.609375,0.9,0.503220660513982,0.728971962616822,0.7546875
"3",0,1,3,0.721153846153846,0.609375,0.9,0.503220660513982,0.728971962616822,0.7546875
"4",0,1,4,0.721153846153846,0.609375,0.9,0.503220660513982,0.728971962616822,0.7546875
"5",0,1,5,0.721153846153846,0.609375,0.9,0.503220660513982,0.728971962616822,0.7546875
"6",0,1,6,0.721153846153846,0.609375,0.9,0.503220660513982,0.728971962616822,0.7546875
"7",0,1,7,0.721153846153846,0.609375,0.9,0.503220660513982,0.728971962616822,0.7546875
"8",0,1,8,0.721153846153846,0.609375,0.9,0.503220660513982,0.728971962616822,0.7546875
"9",0,1,9,0.721153846153846,0.609375,0.9,0.503220660513982,0.728971962616822,0.7546875
"10",0,1,10,0.721153846153846,0.609375,0.9,0.503220660513982,0.728971962616822,0.7546875
"11",0,1,11,0.721153846153846,0.609375,0.9,0.503220660513982,0.728971962616822,0.7546875
"12",0,1,12,0.721153846153846,0.609375,0.9,0.503220660513982,0.728971962616822,0.7546875
"13",0,1,13,0.721153846153846,0.609375,0.9,0.503220660513982,0.728971962616822,0.7546875
"14",0,1,14,0.721153846153846,0.609375,0.9,0.503220660513982,0.728971962616822,0.7546875
"15",0,1,15,0.721153846153846,0.609375,0.9,0.503220660513982,0.728971962616822,0.7546875
"16",0,1,16,0.721153846153846,0.609375,0.9,0.503220660513982,0.728971962616822,0.7546875
"17",0,1,17,0.721153846153846,0.609375,0.9,0.503220660513982,0.728971962616822,0.7546875
"18",0,1,18,0.721153846153846,0.609375,0.9,0.503220660513982,0.728971962616822,0.7546875
"19",0,1,19,0.721153846153846,0.609375,0.9,0.503220660513982,0.728971962616822,0.7546875
"20",0,1,20,0.721153846153846,0.609375,0.9,0.503220660513982,0.728971962616822,0.7546875
"21",0,1,21,0.721153846153846,0.609375,0.9,0.503220660513982,0.728971962616822,0.7546875
"22",0,1,22,0.721153846153846,0.609375,0.9,0.503220660513982,0.728971962616822,0.7546875
"23",0,1,23,0.721153846153846,0.609375,0.9,0.503220660513982,0.728971962616822,0.7546875
